,Bcl11b_class,Cadps2_class,Calb1_class,Calb2_class,Cck_class,Cdh13_class,Chodl_class,Chrm2_class,Cnr1_class,Col25a1_class,Cort_class,Cox6a2_class,Cplx2_class,Cpne5_class,Crh_class,Crhbp_class,Cryab_class,Cxcl14_class,Enpp2_class,Gabrd_class,Gad1_class,Gda_class,Grin3a_class,Hapln1_class,Htr3a_class,Id2_class,Kcnk2_class,Kctd12_class,Kit_class,Lamp5_class,Lhx6_class,Ndnf_class,Neurod6_class,Nos1_class,Nov_class,Npy2r_class,Nr4a2_class,Nrn1_class,Ntng1_class,Pcp4_class,Pde1a_class,Penk_class,Plcxd2_class,Plp1_class,Pnoc_class,Prkca_class,Pthlh_class,Pvalb_class,Rab3c_class,Rasgrf2_class,Reln_class,Rgs10_class,Rgs12_class,Rgs4_class,Satb1_class,Sema3c_class,Serpini1_class,Slc17a8_class,Snca_class,Sncg_class,Sst_class,Synpr_class,Tac1_class,Tac2_class,Th_class,Thsd7a_class,Trp53i11_class,Vip_class,Wfs1_class,Yjefn3_class,Zero
Prkca,0.0,0.5153488822582812,0.0,1.7511273843150068,0.0,0.9430105349235817,0.0,0.0,0.20594006524109423,0.0,0.0,0.0,0.8772764885741506,0.0,0.0,0.0,0.21158590564765695,1.3313949121663549,0.0,0.0,0.2181140360512463,0.0,0.0,0.0,0.0,0.6124749338753582,0.0,0.0,0.0,0.0,0.232569212730034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9758148677375246,2.0622937211240333,0.8215878576856204,0.0,0.44260210840316255,0.6709224365402957,15.0,0.0,8.896999001832036e-05,0.0,0.0,0.24263836982384795,0.0,0.0,2.6114660763263213,1.701012825464583,0.0,0.0,0.0,0.12644620694073325,1.7999299680958065,0.03122984450123482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pthlh,0.0,0.38215591438441987,0.0,0.11251479653917304,0.0,0.014879089976698155,0.0,0.0,1.2489809204627267,0.0,0.0,0.0,0.012533058834481773,0.0,0.0,0.0,0.007578377420837063,0.01863189597220366,0.0,0.0,1.007087698902906,0.0,0.0,0.0,0.0,0.017025796591023715,0.0,0.0,0.0,0.0,0.12862425288654247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.559153939004784,7.373549739907467e-06,0.6618919940936403,0.0,0.06576171567242457,0.16918572075141625,0.0,15.0,0.3132562653537777,0.0,0.0,0.001121125476389783,0.0,0.0,0.06176569645305779,0.83061840601871,0.0,0.0,0.0,0.10175099210581322,0.2641791169995912,0.0006875933242705471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pvalb,0.0,0.40650910188084044,0.0,1.0809267030435115,0.0,0.6846216212601391,0.0,0.0,2.1499464644934303,0.0,0.0,0.0,2.8493515217742784,0.0,0.0,0.0,12.67261724961733,0.013319314208857973,0.0,0.0,31.099023203680424,0.0,0.0,0.0,0.0,1.3352915831741548,0.0,0.0,0.0,0.0,0.9802483835310648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3704275652270708,0.5353382199012553,1.1027197959480106,0.0,0.6836854944302981,1.1954012061474013,0.0,0.0,35.2875324930132,0.0,0.0,0.5257593802948843,0.0,0.0,1.8889036510102504,5.74577220033396,0.0,0.0,0.0,0.3141508296897963,0.761302704951613,0.5012339180433794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rab3c,0.0,0.08807218589995738,0.0,0.00015580679837441468,0.0,1.8179362289442131,0.0,0.0,0.966971289308494,0.0,0.0,0.0,0.4210858610411307,0.0,0.0,0.0,0.937561102497305,0.013055430381221887,0.0,0.0,1.018438007846058,0.0,0.0,0.0,0.0,0.08311648206816699,0.0,0.0,0.0,0.0,1.6297097815123873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1161022489648735,0.4807162816041768,1.5175030887754823,0.0,0.12485167260189817,0.17537226627820293,0.0,0.0,1.500225809901577,15.0,0.0,0.0556707638689222,0.0,0.0,0.7275733825298042,2.9957510585430924,0.0,0.0,0.0,0.08103233776616339,1.3920914179383357,0.2648430875786564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rasgrf2,0.0,0.23802093602297172,0.0,0.03286416206105721,0.0,0.09718003270068083,0.0,0.0,0.0022263163155554883,0.0,0.0,0.0,0.668488406872091,0.0,0.0,0.0,0.5353392398133705,2.2398218704489703,0.0,0.0,0.9466805400757033,0.0,0.0,0.0,0.0,0.011858628046408765,0.0,0.0,0.0,0.0,0.29774912815663773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7667288803631499,0.3077160826868856,0.001073420537975411,0.0,0.1003271452471263,0.6001014620561699,0.0,0.0,8.814810532267077e-05,0.0,15.0,0.029348184249818703,0.0,0.0,1.366822998759426,0.21359378646161026,0.0,0.0,0.0,0.18875936331202012,0.3461082339355779,0.00021740833720416372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reln,0.0,4.348260269711334,0.0,4.653210716172521,0.0,0.8517781823009348,0.0,0.0,8.505026952661984,0.0,0.0,0.0,1.2876800203372285,0.0,0.0,0.0,3.0624643962882017,6.132046481468883,0.0,0.0,6.583892786016669,0.0,0.0,0.0,0.0,0.43766754725825574,0.0,0.0,0.0,0.0,3.017858854461919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6296013410877066,3.048278115180871,2.077904574031223,0.0,0.6462434941441573,0.3039964428927055,0.0,0.0,6.783640238107044,0.0,0.0,15.29639106223647,0.0,0.0,1.4328576582065256,7.26205772467775,0.0,0.0,0.0,1.579635262266685,12.095541175862177,2.886614991611784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rgs10,0.0,6.398535359024824,0.0,3.8666350604587323,0.0,10.823797348864417,0.0,0.0,5.359082585488954,0.0,0.0,0.0,3.8279397085426385,0.0,0.0,0.0,3.159159900781215,2.6289591510157884,0.0,0.0,1.9280284056719057,0.0,0.0,0.0,0.0,0.29456152837778465,0.0,0.0,0.0,0.0,6.351278401467113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9183128992479569,6.903955948912867,5.448750603458669,0.0,0.6208757457669096,1.4179088645627713,0.0,0.0,3.871173735723423,0.0,0.0,2.7083289778364144,15.0,0.0,1.865051232844275,3.0307951826426693,0.0,0.0,0.0,2.0731327200005825,7.175983218476162,3.207575928225842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rgs12,0.0,0.5777693334800894,0.0,4.291388172620403e-06,0.0,2.51980340036846,0.0,0.0,0.6123554467868609,0.0,0.0,0.0,2.6160206809216984,0.0,0.0,0.0,0.024365434516992905,0.37823289337576055,0.0,0.0,0.16055274088214325,0.0,0.0,0.0,0.0,0.496692655645754,0.0,0.0,0.0,0.0,0.0003027702097786526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39881021178994763,1.396153601254127,0.048968764407538966,0.0,0.15823637401010426,0.10884087423472023,0.0,0.0,0.032639043703091355,0.0,0.0,0.005052787523644051,0.0,15.0,0.8739603842424825,0.09889708469513572,0.0,0.0,0.0,0.2502553257969633,5.272692434581583,1.4966699592486066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rgs4,0.0,3.7888189630296005,0.0,6.957253736448696,0.0,3.632361536485261,0.0,0.0,1.6295144328248692,0.0,0.0,0.0,7.5931029346779,0.0,0.0,0.0,5.112937015388728,7.507499717299241,0.0,0.0,2.7422328174381243,0.0,0.0,0.0,0.0,0.4222598099460623,0.0,0.0,0.0,0.0,8.424269443463626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4809607013140016,1.3398528222886057,11.276431620365033,0.0,1.5220679655626976,4.034851902211904,0.0,0.0,2.6942750426737945,0.0,0.0,1.1951437217745446,0.0,0.0,10.8439340398075,5.326859616214567,0.0,0.0,0.0,5.390551516475227,1.7204070403682945,6.822803716590467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Satb1,0.0,0.17915875956280194,0.0,0.9795432990406562,0.0,0.009291590754080571,0.0,0.0,10.461569099269012,0.0,0.0,0.0,1.2196195282773605,0.0,0.0,0.0,3.592772937726699,0.9304077641504744,0.0,0.0,7.914396901228183,0.0,0.0,0.0,0.0,0.8139047118704014,0.0,0.0,0.0,0.0,4.109095521039908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.619006019572074,0.8187006215465398,7.347081351004424,0.0,0.8900114056704291,5.0614629325568306,0.0,0.0,9.62404574893528,0.0,0.0,3.435746574357548,0.0,0.0,0.4752855924356471,20.40750646040332,0.0,0.0,0.0,2.647948958276749,0.3168448305018239,3.8249777644951637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sema3c,0.0,0.8452091566050398,0.0,0.46330710323361396,0.0,1.5056531637705841,0.0,0.0,5.890088379078902,0.0,0.0,0.0,1.8011653937556706,0.0,0.0,0.0,0.6976870676611803,0.3553412194479097,0.0,0.0,1.6752426887729044,0.0,0.0,0.0,0.0,0.1296336403371194,0.0,0.0,0.0,0.0,0.8054475337636924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0309364441467421,0.3413235411837041,2.552492792725124,0.0,0.2971322893941402,1.864693074048436,0.0,0.0,0.1717075041667285,0.0,0.0,1.8397728712610524,0.0,0.0,0.43248413748874526,1.0183037947124916,15.0,0.0,0.0,0.5939669361648404,2.9653675678101807,0.017981027421599557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serpini1,0.0,0.7074957659339044,0.0,1.3548103830428344,0.0,0.1118097293171745,0.0,0.0,6.467438674405735,0.0,0.0,0.0,5.11566681962819,0.0,0.0,0.0,3.099813379896488,1.0941184215343756,0.0,0.0,6.389529952271289,0.0,0.0,0.0,0.0,0.2065400536334376,0.0,0.0,0.0,0.0,7.979791109512054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.338649419476128,0.6529265161844463,1.9250157291817913,0.0,0.5287376919235697,2.0131350497801552,0.0,0.0,10.174809546716848,0.0,0.0,2.7154608488391494,0.0,0.0,1.244520817302109,6.536268899017656,0.0,15.0,0.0,0.9584088156576238,0.9027453452611135,3.8507442298509207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slc17a8,0.0,0.5062707005710284,0.0,0.24684792330340521,0.0,0.00019310242203163792,0.0,0.0,5.215032543147099,0.0,0.0,0.0,0.08855986020707614,0.0,0.0,0.0,0.40589174264066885,0.3546733402010458,0.0,0.0,0.39163173658219547,0.0,0.0,0.0,0.0,0.004541556677356544,0.0,0.0,0.0,0.0,3.2918188246261635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1166284142629849,1.1245445830938223,1.2112925561695242,0.0,0.00795633290284383,0.3956368755056083,0.0,0.0,0.7125029763938624,0.0,0.0,0.33288872166935485,0.0,0.0,0.002771359038323834,0.8380046099102499,0.0,0.0,15.0,0.05542435684340822,2.749927020508254,0.629146271879523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Snca,0.0,7.592949911896294,0.0,1.4204697957885115,0.0,14.063732851304504,0.0,0.0,8.52871175685486,0.0,0.0,0.0,3.0636439251576544,0.0,0.0,0.0,2.72536076025527,6.419183469404279,0.0,0.0,0.6211651997988887,0.0,0.0,0.0,0.0,0.3699410925785999,0.0,0.0,0.0,0.0,6.737185681474543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.050358029215035,5.629204665585859,3.3856364082417882,0.0,0.9904006087702726,4.061559088617222,0.0,0.0,0.33108038280379715,0.0,0.0,4.749213756966893,0.0,0.0,2.6755380958797055,1.6767138325212418,0.0,0.0,0.0,13.933404881361907,12.173899224422577,1.6096856213318806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sncg,0.0,22.00908265508485,0.0,4.074881153096814,0.0,27.327865924735434,0.0,0.0,1.0055152363299338,0.0,0.0,0.0,0.17101528470195215,0.0,0.0,0.0,0.28983658261664524,0.27353709544249416,0.0,0.0,0.17815085519257726,0.0,0.0,0.0,0.0,0.22871574780131465,0.0,0.0,0.0,0.0,2.8697571766653884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026881340913551925,10.594817417355854,0.8530920990052892,0.0,0.2307543915031422,0.2383609669418995,0.0,0.0,0.08315267200364423,0.0,0.0,0.948509371501198,0.0,0.0,1.1861081366892987,0.09563338360729194,0.0,0.0,0.0,0.2941616389259621,36.3083275480194,0.322645050804246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sst,0.0,0.13510112897244067,0.0,0.006507268986084,0.0,0.2540001418857804,0.0,0.0,1.2916446341439878,0.0,0.0,0.0,0.1484604464161367,0.0,0.0,0.0,14.261330777025444,1.9090025209923605,0.0,0.0,0.25710420710235465,0.0,0.0,0.0,0.0,0.17194162640137017,0.0,0.0,0.0,0.0,0.3336295061729182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014078093773056978,0.004955659490710408,0.9312831968440458,0.0,0.19538515129183984,1.868162977677767,0.0,0.0,0.5033600567087232,0.0,0.0,25.816609831757702,0.0,0.0,0.11013781710901582,0.5530265071824918,0.0,0.0,0.0,0.48697240271485975,0.31693945634495985,35.59346471657552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Synpr,0.0,0.03853878651026804,0.0,2.442369314415558e-05,0.0,1.6387408829328411,0.0,0.0,0.2865579997464421,0.0,0.0,0.0,0.2932222549259794,0.0,0.0,0.0,1.721075516381059,1.8267834185896747,0.0,0.0,0.9094088382229114,0.0,0.0,0.0,0.0,0.08837559164989088,0.0,0.0,0.0,0.0,0.39582472155524057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32385899946634655,1.0461588875347874,0.9000039263530425,0.0,0.25985216168867714,15.047327355256545,0.0,0.0,3.25764903488481,0.0,0.0,0.3649874828717566,0.0,0.0,0.0007730268556978964,1.8347584094610838,0.0,0.0,0.0,3.7370360424192075,2.6800331967726807e-05,0.4487514244359119,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tac1,0.0,0.10472912479980526,0.0,0.09867884544670169,0.0,4.631837104870379e-05,0.0,0.0,6.0152247063651085,0.0,0.0,0.0,0.020168190665233773,0.0,0.0,0.0,0.013649152262202298,3.848893757571922,0.0,0.0,0.06810295963866714,0.0,0.0,0.0,0.0,0.047405148011947305,0.0,0.0,0.0,0.0,0.5533028252797897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15084232271665668,5.0835010025947734e-05,0.02430742193423406,0.0,0.12622031912659282,0.043050808643042095,0.0,0.0,4.643339969818665e-06,0.0,0.0,5.857388298309948,0.0,0.0,0.5291419696666394,0.0018322731544253522,0.0,0.0,0.0,0.9675678607458019,0.34840772804447656,0.005496055184766013,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tac2,0.0,0.0010036797881230119,0.0,0.0010767379770727657,0.0,1.1207021198439676e-07,0.0,0.0,0.3565823481924623,0.0,0.0,0.0,0.34813823714188175,0.0,0.0,0.0,0.014819870289901066,0.0009651951916340632,0.0,0.0,0.23235290091640612,0.0,0.0,0.0,0.0,0.01655333117152148,0.0,0.0,0.0,0.0,0.0001246393880867541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08773303326200368,8.373232362802737e-06,0.030830153225276796,0.0,0.1616810060231949,1.2834839872225086,0.0,0.0,2.5210032559354814e-05,0.0,0.0,0.0024764652348482196,0.0,0.0,0.18300260635040744,0.44169151286066105,0.0,0.0,0.0,0.19884164130478973,0.44020501412059154,5.041101765169564e-06,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Th,0.0,0.7895826246344737,0.0,0.396504347420849,0.0,0.0005846947163035618,0.0,0.0,1.1446523082415856,0.0,0.0,0.0,0.137724682817214,0.0,0.0,0.0,0.007213425415117711,0.0008404712397139679,0.0,0.0,0.15578822413746674,0.0,0.0,0.0,0.0,0.02747540523721388,0.0,0.0,0.0,0.0,0.0005850110155163095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002651503828942898,0.28642075249295,0.03283178479150982,0.0,0.07111144403044446,1.9320831834860215,0.0,0.0,0.0020667085081909004,0.0,0.0,0.0018847724634842283,0.0,0.0,0.11715355484528427,0.015736882314127582,0.0,0.0,0.0,0.08783956024295438,1.5359436093763121,0.29744623484281774,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
Thsd7a,0.0,0.3267518416950556,0.0,1.3667664834823234,0.0,0.15351311193769518,0.0,0.0,4.193639256588684,0.0,0.0,0.0,1.6736849867128791,0.0,0.0,0.0,2.7278294964562746,0.5527536416262441,0.0,0.0,6.678034414434414,0.0,0.0,0.0,0.0,0.14701379917319302,0.0,0.0,0.0,0.0,3.5877949096957895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9414722745635995,0.08669434049886401,1.6254336555051234,0.0,0.2713957973091712,0.01799883917729656,0.0,0.0,5.330866239675931,0.0,0.0,3.2207164252719176,0.0,0.0,0.1519795740426559,6.867752045901324,0.0,0.0,0.0,0.6114063302028622,0.17681008876208792,1.283252236996856,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
Trp53i11,0.0,4.483315927568098,0.0,1.4056971604686577,0.0,22.691265156786336,0.0,0.0,2.1540927741999774,0.0,0.0,0.0,0.14462573654891836,0.0,0.0,0.0,0.5562827862782219,1.3478835388474943,0.0,0.0,0.4917966459938384,0.0,0.0,0.0,0.0,0.1307952176057473,0.0,0.0,0.0,0.0,1.7034852392076347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6507577455148165,6.326061996698952,0.40945090281399144,0.0,0.19282389920473933,0.09880719191437574,0.0,0.0,2.4782380538853124,0.0,0.0,0.7423092955356113,0.0,0.0,3.09727408008479,1.093310063226407,0.0,0.0,0.0,0.27257906849782604,5.385646417007849,1.4393362449041422,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
Vip,0.0,0.0003009650242345425,0.0,0.0005086796911121522,0.0,2.6536157704284826e-09,0.0,0.0,0.3070767866916229,0.0,0.0,0.0,0.3753688379785076,0.0,0.0,0.0,0.0061722819593792895,0.7065926055346964,0.0,0.0,2.377262234070051e-05,0.0,0.0,0.0,0.0,0.023512065175507597,0.0,0.0,0.0,0.0,0.00029198694386510114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.624743267130827e-05,0.235127769010067,0.0256866659969762,0.0,0.03958293160880778,0.06787362542782972,0.0,0.0,4.1843906811440855e-09,0.0,0.0,0.3308787348433372,0.0,0.0,0.10366058377869321,1.3916222556514849e-05,0.0,0.0,0.0,0.00558041301043382,0.48366228004447603,0.896660568328508,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
Wfs1,0.0,1.495203842326819,0.0,0.6704613077054705,0.0,0.769815151654091,0.0,0.0,1.2482044938713146,0.0,0.0,0.0,4.966401965811217,0.0,0.0,0.0,1.4561158815199795,3.1727487907519207,0.0,0.0,0.7353171769336554,0.0,0.0,0.0,0.0,6.508602349663979,0.0,0.0,0.0,0.0,2.0741833967111365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3127040254887956,0.5863950139345809,1.0292539157824965,0.0,0.777188244735722,1.043258410438689,0.0,0.0,4.262875840928872,0.0,0.0,0.6607366968930083,0.0,0.0,0.7301075094461823,0.842696680670271,0.0,0.0,0.0,2.2055751630984126,1.0336962191860337,1.0072353989894733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
Yjefn3,0.0,0.01710534887768797,0.0,0.20226096908314667,0.0,0.31228911342431315,0.0,0.0,0.31689911323444114,0.0,0.0,0.0,0.1597415910947034,0.0,0.0,0.0,0.00799347500927821,9.166800040442896e-06,0.0,0.0,0.0014775420995830199,0.0,0.0,0.0,0.0,0.05542511178091238,0.0,0.0,0.0,0.0,0.3846776203451649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025813671406561215,0.03621321233613436,0.35683267603372787,0.0,0.044864843565571716,0.1000415662306564,0.0,0.0,0.0005144022504806134,0.0,0.0,0.4079522796478503,0.0,0.0,0.13064414032193233,0.005136827033611863,0.0,0.0,0.0,0.22177946309771057,4.5183888348173686e-05,0.002185797945261245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0
